Beras Bengawan (Kg),Beras Mentik (Kg),Beras Ir 64 (Kg),Gula Pasir Dalam Negri (Kg),Bimoli Botol / Kemasan (Sps) (620 Ml),Bimoli Botol/Kemasan (Sps) (2 Liter),Tanpa Merk / Minyak Curah (Kg),Daging Sapi Murni (Kg),Daging Ayam Broiler (Kg),Daging Ayam Kampung (Kg),Telur Ayam Ras / Petelur (Kg),Telur Ayam Kampung (Kg),Susu Kental Manis Merk Bendera (397 Gr/Kl),Susu Kental Manis Merk Indomilk (390 Gr/Kl),Susu Bubuk Merk Bendera (Instant) (400 Gr/Dos),Susu Bubuk Merk Indomilk (Instant) (400 Gr/Dos),Jagung Pipilan Kering (Kg),Garam Bata (Buah),Garam Halus (Kg),Tepung Segitiga Biru (Kw Medium) (Kg),Kacang Kedelai Eks Impor (Kg),Kacang Kedelai Lokal (Kg),Indomie Rasa Kari Ayam (Bungkus),Cabe Keriting (Kg),Cabe Biasa (Kg),Cabe Rawit (Kg),Bawang Merah (Kg),Bawang Putih (Kg),Ikan Asin Teri (Kg),Kacang Hijau (Kg),Kacang Tanah (Kg),Ketela Pohon (Kg),Kol/Kubis (Kg),Kentang (Kg),Tomat (Kg),Wortel (Kg),Buncis (Kg),Semen Gresik (40 Kg),Semen Tiga Roda (40 Kg),Semen Holcim (40 Kg),Semen Padang (40 Kg),Semen Tonasa (40 Kg),Semen Bosowa (40 Kg),Ikan Bandeng (Kg),Ikan Kembung (Kg),Ikan Tuna (Kg),Ikan Tongkol (Kg),Ikan Cakalang (Kg),Kayu Balok Meranti (4 X 10) (Btg),Papan Meranti (4M X 3Cm X 20Mm) (Lembar),Triplek (6Mm) (Lembar),Besi Beton 6 Mm (12/9M) (Btg),Besi Beton 8 Mm (12/9M) (Btg),Besi Beton 10 Mm (12/9M) (Btg),Besi Beton 12 Mm (12/9M) (Btg),Paku Ukuran 10Cm (Kg),Paku Ukuran 2 Cm (Kg),Paku Ukuran 3Cm (Kg),Paku Ukuran 4Cm (Kg),Paku Ukuran 5Cm (Kg),Paku Ukuran 7Cm (Kg),Gas Elpigi 3 Kg (Kg),Pupuk Kcl Non Subsidi (Kg),Pupuk Npk Non Subsidi (Kg),Pupuk Sp 35 Non Subsidi (Kg),Pupuk Urea Non Subsidi (Kg),Pupuk Za Non Subsidi (Kg)
10437,10087,8784,12247,11815,26643,11435,108265,30844,59279,18227,35937,9930,9669,37736,35221,6017,745,4569,7602,8496,8425,2220,20169,19474,29328,29933,24762,61234,18719,24224,3298,6206,14106,6457,11499,8915,49473,46239,46548,45891,45904,46405,25435,26726,32512,25834,27782,93356,99754,75168,21390,33248,51548,70613,12911,14667,14023,13600,13280,13089,17491,5709,6944,3623,3674,3193
10430,10076,8774,12229,11822,26611,11399,107867,30384,58656,18221,35965,9926,9673,38189,35701,6008,734,4582,7575,8455,8401,2220,19716,19204,29647,29564,24656,61297,18704,24270,3300,6084,13998,6222,11486,8915,49473,46216,46580,46021,46019,46430,25250,26984,32448,25769,27742,93304,99486,74646,21217,33269,51210,71126,12907,15874,14060,13624,13296,13096,17500,5684,6904,3613,3661,3177
10440,10078,8781,12227,11844,26592,11429,107940,30068,58649,18281,35955,9932,9684,38217,35707,6000,731,4584,7581,8445,8407,2221,19393,18675,30521,29762,25082,61519,18768,24224,3285,6063,14146,6193,11482,8954,49532,46271,46640,45979,45981,46430,25762,27000,32651,25853,27731,93236,99486,74595,21371,33281,51250,71127,12916,14672,14089,13639,13271,13087,17495,5663,6923,3620,3651,3179
10433,10090,8781,12232,11864,26620,11422,107683,29873,58609,18535,35828,9954,9692,38349,35831,6050,727,4562,7569,8413,8375,2222,19098,18695,31234,29636,25136,61612,18792,24279,3301,6161,14090,6173,11508,8949,49532,46359,46734,46413,46365,46488,25736,27082,32506,25915,27674,93733,99618,74553,21291,33202,51397,71248,12915,14688,14080,13654,13245,13093,17505,5659,6812,3628,3653,3184
10433,10055,8783,12227,11869,26595,11411,107385,29207,58049,19073,35996,9960,9680,38309,35781,6017,728,4510,7587,8480,8439,2222,19224,18621,33065,29831,25478,61234,18750,24280,3315,5974,14053,5947,11447,8961,49509,46316,46658,46229,46204,46547,25798,26833,32466,25593,27583,93780,99557,74618,21386,33271,51301,71221,12894,14683,14083,13622,13248,13072,17487,5648,6834,3619,3663,3176
10440,10068,8766,12241,11837,26610,11408,107424,28828,57712,19353,35978,9948,9685,38184,35695,6025,742,4531,7584,8459,8358,2221,18804,18276,33736,29909,25075,61114,18772,24216,3315,5877,14034,5909,11266,8879,49455,46234,46616,46104,46130,46430,25830,26968,32307,25742,27573,93700,99479,74656,21433,33266,51245,71279,12894,14655,14037,13627,13257,13067,17500,5680,6865,3631,3831,3184
10437,10068,8767,12247,11841,26634,11396,107359,28659,57429,19483,35951,9944,9682,38199,35732,6028,744,4563,7599,8462,8368,2222,19023,18142,34127,29733,25650,61148,18698,24220,3310,5800,14081,5924,11265,8903,49491,46234,46647,46063,46167,46430,25775,26821,32318,25710,27552,93247,99479,74656,21391,33252,51273,71279,12899,14655,14046,13618,13248,13063,17504,5668,6829,3640,3830,3185
10433,10116,8749,12234,11846,26634,11377,107472,28776,57668,19600,35868,9946,9677,38210,35785,6051,753,4775,7590,8407,8329,2220,19406,18872,35920,29526,26266,61347,18694,24263,3330,5823,14079,5834,11226,8989,49487,46162,46626,46104,46102,46393,25950,27016,32591,25887,27563,93367,99493,74631,21364,33264,51234,70714,12899,14600,14069,13627,13257,13067,17496,5668,6863,3643,3837,3185
10428,10086,8758,12230,11846,26608,11373,107536,28443,57268,19750,35859,9948,9681,38173,35695,6038,760,4770,7585,8436,8328,2220,19264,18568,37090,29723,26134,61058,18599,24263,3336,5715,14016,5728,11105,8911,49509,46182,46766,46104,46093,46430,25913,27016,32523,25837,27688,93367,99845,74640,21395,33308,51292,71255,12922,14628,14050,13636,13257,13067,17478,5668,6863,3666,3841,3190
10450,10121,8758,12208,11875,26625,11403,107463,28616,57584,19894,35768,9975,9666,38309,35866,6048,774,4930,7574,8401,8336,2218,19541,18822,38237,29822,26259,61338,18664,24341,3284,5799,13917,5814,11135,9105,49571,46255,46621,46313,46278,46547,25812,26963,32563,25726,27605,93447,99543,74659,21358,33290,51386,71240,12899,14650,14064,13641,13122,13063,17509,5614,6808,3631,3830,3187
10450,10126,8756,12225,11824,26627,11389,107471,28618,57378,19945,35815,9954,9686,38291,35802,6052,788,4908,7574,8381,8330,2220,19680,18745,38075,29758,26487,61528,18640,24382,3307,5800,14030,5760,11021,9008,49536,46197,46720,46413,46365,46488,25771,26946,32659,25892,27527,93473,99603,74633,21298,33271,51507,71333,12893,14644,14065,13625,13229,13050,17518,5628,6802,3634,3849,3190
10440,10105,8758,12221,11776,26642,11380,107387,28500,56842,19942,35815,9935,9679,38172,35670,6063,816,4986,7590,8434,8365,2221,19784,19335,38270,29301,26633,61533,18642,24265,3345,5729,13964,5853,10986,8993,49481,46083,46630,46196,46173,46369,25665,26879,32429,25763,27462,93313,99544,74659,21330,33240,50993,71525,12901,14612,14052,14716,13245,13050,17445,6436,6802,3729,3822,3185
10431,10132,8748,12228,11779,26612,11391,107532,28486,56898,20110,35872,9928,9675,38202,35757,6079,839,5111,7590,8415,8356,2220,20299,19982,39226,29331,26690,61260,18603,24228,3345,5707,13913,5661,10900,8835,49536,46138,46649,46104,46648,46314,25693,26766,32529,25712,27313,93660,99676,74734,21395,33255,51395,71394,12885,14606,14042,13604,13239,13063,17496,5635,6873,3644,3629,3178
10433,10122,8756,12198,11814,26634,11401,107480,28378,56920,20203,35872,9932,9672,37885,35408,6086,886,5193,7603,8394,8320,2219,20799,20624,39316,29266,26573,61467,18659,24220,3315,5723,13904,5760,11016,9003,49527,46179,46789,46021,46648,46314,25610,26665,32425,25698,27345,93393,99873,74734,21451,33336,51414,70971,12890,14623,14050,13604,13239,13049,17500,5623,6858,3619,3623,3178
10456,10134,8763,12222,11833,26675,11390,107384,28299,57018,20313,35687,9937,9675,38194,35811,6091,900,5328,7617,8387,8338,2225,21321,21290,39889,28934,26596,61523,18683,24252,3352,5760,13903,5745,10951,9099,49550,46171,46622,46413,46596,46286,25616,26565,32535,25657,27427,93932,99557,74643,21484,33231,51443,71471,12889,14619,14032,13590,13245,13046,17495,5653,6902,3617,3489,3224
10469,10140,8752,12216,11794,26650,11385,107160,28166,56901,20404,35823,9941,9679,38160,35782,6110,985,5764,7609,8378,8317,2226,20939,21082,40256,28688,26566,61515,18671,24211,3360,5639,13933,5743,10797,9069,49482,46194,46608,45978,46596,46286,25626,26677,32435,25660,27484,94055,99768,74729,21565,33071,51410,71466,12897,14635,14028,13586,13252,13037,17495,5637,6861,3637,3603,3177
10458,10134,8749,12206,11768,26634,11378,107265,28124,57022,20461,35795,9931,9670,38201,35735,6082,1057,5989,7600,8383,8324,2225,21021,21241,39808,28741,26513,61605,18668,24246,3341,5626,13982,5700,10775,9016,49509,46164,46600,46063,46352,46174,25408,26707,32273,25631,27276,93820,99704,74650,21470,33206,51442,71144,12904,14595,14046,13604,13266,13063,17505,6200,6878,3564,3618,3173
10451,10127,8745,12208,11807,26634,11374,107187,28111,56929,20530,35867,9912,9665,38227,35735,6080,1068,6204,7588,8363,8324,2221,20972,21120,39028,28473,26513,61837,18683,24291,3352,5653,13869,5706,10869,9099,49616,46311,46705,46260,46482,46398,25583,26840,32250,25917,27345,93664,99542,74528,21564,33196,51498,71087,12917,14600,14060,13622,13266,13081,17487,6206,6864,3575,3602,3161
10453,10147,8753,12180,11794,26648,11403,107332,27999,56987,20870,35939,9932,9660,38222,35815,6096,1166,6800,7583,8401,8315,2224,21184,20803,37419,28595,26148,61910,18743,24304,3335,5682,13995,5676,10743,8860,49482,46155,46537,46022,46288,46190,25574,26750,32494,25589,27188,93811,99400,74637,21493,33259,51557,71374,12907,14610,14037,13586,13269,13065,17500,6259,6907,3543,3598,3171
10438,10188,8762,12159,11751,26703,11381,107222,27930,57168,20957,35904,9922,9658,38241,35818,6138,1245,6992,7577,8410,8361,2224,21079,20969,36562,28124,26211,61907,18659,24341,3315,5730,13872,5836,10503,8919,49446,46092,46574,46063,46278,46384,25477,26644,32379,25657,27010,93687,99803,74637,21531,33262,51629,71260,12885,14586,14060,13600,13261,13063,17505,6239,6842,3587,3624,3181
10446,10179,8763,12136,11707,26673,11357,107187,27806,56690,21112,35855,9933,9666,38217,35791,6091,1305,7403,7567,8459,8384,2222,20859,20573,35829,27569,25321,61584,18694,24332,3310,5682,13844,5773,10377,8803,49500,46112,46611,46104,46278,46384,25431,26596,32471,25624,26990,93553,99380,74603,21649,33294,51675,71279,12890,14605,14069,13595,13266,13053,17469,6250,6808,3613,3613,3176
10445,10164,8755,12125,11736,26695,11357,107338,27961,57071,21099,35909,9933,9655,38228,35831,6125,1405,7527,7568,8418,8370,2222,20943,20431,35713,27625,25847,61963,18703,24315,3323,5665,13879,5790,10409,8939,49424,46097,46595,46063,46278,46302,25330,26489,32448,25733,26969,93460,99521,74416,21568,33322,51685,71192,12890,14595,14055,13600,13261,13049,17491,6273,6841,3593,3660,3176
10450,10186,8749,12138,11792,26702,11387,107217,27996,57118,21062,36042,9949,9669,38231,35899,6128,1383,8012,7579,8442,8362,2223,20481,20092,35606,27102,25366,61696,18708,24381,3345,5661,13858,5672,10215,8765,48945,45877,46370,45786,46063,46250,25481,26462,32405,25661,27038,94111,99294,74409,21556,33245,51740,71173,12934,14598,14028,13587,13311,13057,17491,6284,6864,3620,3718,3201
10425,10205,8749,12139,11855,26683,11383,107386,28186,57019,20965,36096,9944,9674,38204,35956,6159,1419,8022,7585,8419,8390,2217,20468,19917,35382,27082,25681,61579,18732,24318,3373,5685,13755,5670,10205,8670,48858,45884,46322,45786,45935,46205,25500,26466,32241,25616,26967,93871,99894,74351,21607,33371,51871,71485,12937,14606,14029,13556,13325,13063,17491,6306,6869,3552,3698,3136
10443,10190,8748,12131,11792,26696,11378,107071,28363,56891,20887,36084,9935,9680,38253,35943,6133,1434,7993,7576,8394,8364,2223,20395,19893,34774,26827,25602,61732,18752,24358,3336,6319,13801,5604,10336,8608,48907,45865,46340,45786,46063,46238,25481,26538,32381,25815,27054,93903,98603,74236,21594,33231,51837,71490,12925,14598,14028,13559,13311,13047,17505,6338,6871,3666,3725,3203
10437,10138,8752,12119,11729,26673,11361,106996,28612,57027,20728,35988,9924,9668,38234,35803,6108,1371,8258,7568,8420,8332,2222,20229,19603,34414,25832,25414,61566,18677,24349,3336,5667,13754,5678,10116,8446,48919,45817,46177,46104,46241,46326,25310,26580,32310,25515,26989,92353,99113,73397,21629,33308,51731,71529,12890,14586,14032,13572,13271,13026,17491,6240,6893,3643,3720,3195
10443,10155,8760,12119,11675,26651,11357,106927,28828,57027,20655,35793,9927,9679,38214,35764,6063,1521,8362,7579,8459,8381,2218,19747,19163,34000,25159,24901,61661,18716,24388,3319,5652,13599,5635,10250,8392,48987,45798,46314,46104,46278,46314,25356,26356,32253,25597,26969,93167,99521,74089,21615,33234,51675,71519,12897,14609,14046,13609,13275,13026,17491,5645,6892,3646,3734,3195
10451,10156,8762,12091,11718,26644,11332,106913,29196,57232,20623,36025,9930,9687,38200,35798,6037,1323,8425,7581,8447,8398,2223,19420,18897,33367,24610,24806,61432,18817,24383,3326,5587,13739,5577,10200,8376,48921,45853,46353,46196,46250,46310,25544,26538,32302,25732,27005,94034,98817,74165,21588,33175,51625,71437,12894,14569,14042,13577,13269,13054,17500,5671,6906,3665,3742,3197
10434,10173,8765,12071,11765,26676,11337,106272,29574,57423,20442,36044,9930,9681,38267,36014,6096,1503,8743,7611,8431,8425,2223,19370,18898,32754,24114,24464,61541,18816,24386,3333,5446,13846,5609,10208,8314,48859,45836,46283,45977,46180,46280,25615,26652,32424,25767,26931,93452,99087,74052,21560,33129,51619,71574,12846,14579,14047,13582,13290,13033,17509,5660,6897,3654,3728,3211
10419,10130,8752,12100,11672,26604,11329,107078,29769,57464,20506,36026,9843,9664,38238,35895,6070,1614,8739,7604,8490,8370,2215,19183,18773,31703,23552,24073,61084,18635,24361,3322,5412,13570,5684,10067,8191,48912,45853,46360,46283,46442,46440,25469,26602,32471,25589,26853,93553,99211,74193,21611,33203,51333,71350,12866,14541,14023,13587,13259,13040,17523,5628,6877,3643,3710,3195
10442,10178,8777,12076,11722,26610,11327,107368,29811,57550,20464,35810,9923,9664,38203,35893,6078,1555,8702,7602,8447,8394,2212,19213,18629,31161,23465,24069,61304,18623,24351,3342,5518,13568,5660,10142,8213,48856,45815,46314,46104,46204,46198,25592,26685,32570,25492,26894,93610,99127,74186,21612,33205,51098,71598,12883,14564,14051,13592,13271,13036,17505,5623,6824,3697,3759,3172
10402,10161,8763,12067,11761,26669,11313,107026,29809,56975,20404,36130,9924,9665,38226,35919,6063,1527,8725,7613,8379,8346,2218,19090,18667,30684,23341,23973,61385,18629,24378,3336,5525,13601,5603,10097,8265,48796,45777,46329,46104,46204,46198,25608,26739,32568,25806,26974,93247,99127,74126,21582,33127,51026,71548,12876,14572,14041,13600,13266,13017,17496,5658,6879,3657,3718,3196
10415,10158,8769,12078,11729,26695,11323,107164,29943,57513,20262,36016,9931,9667,38217,35906,6097,1457,8739,7594,8400,8313,2217,19006,18693,29177,22931,23809,61420,18681,24349,3345,5551,13606,5625,10028,8125,48759,45767,46208,46063,45870,46047,25530,26658,32640,25660,27063,93273,99254,74090,21596,33346,51208,71510,12876,14554,14050,13581,13257,13017,17469,5638,6879,3646,3738,3206
10425,10146,8760,12078,11736,26651,11329,107170,30060,57571,20247,36035,9932,10431,38217,35866,6085,1485,8910,7604,8439,8341,2211,19030,18595,28534,22483,23703,61284,18609,24370,3339,5553,13517,5628,10006,8248,48901,45780,46219,45771,45482,45930,25285,26681,32678,25627,27084,93453,99606,74071,21621,33420,51153,71573,12875,14578,14051,13559,13245,13022,17468,5639,6858,3681,3747,3222
10425,10133,8748,12053,11754,26669,11352,107190,29969,57268,20197,36035,9933,9663,38206,35853,6106,1468,8809,7574,8441,8365,2216,18801,18378,27193,21961,23422,61023,18664,24375,3329,5514,13534,5618,9907,8203,48883,45874,46208,45896,45574,46023,25506,26782,32693,25756,27100,93340,99380,74126,21596,33514,51750,71510,12867,14554,14050,13590,13248,13012,17478,5603,6874,3668,3738,3210
10406,10149,8754,12024,11776,26686,11345,107203,29996,57460,20053,36035,9931,9666,38186,35913,6131,1523,9276,7592,8427,8380,2217,18588,18348,25607,21683,23028,61420,18552,24375,3351,5534,13418,5640,9859,8064,48848,45855,46251,45854,45574,46023,25627,26847,32730,25847,27161,92967,99056,74182,21578,33430,51806,71663,12872,14609,14037,13586,13257,13031,17473,5609,6874,3638,3730,3210
10397,10130,8760,12030,11762,26682,11339,107103,29957,57221,19904,36080,9924,9661,38211,35847,6096,1525,9294,7579,8408,8371,2218,18589,17841,24196,21502,22877,61687,18573,24384,3342,5517,13342,5573,9868,8147,48857,45793,46166,45854,45574,46023,25576,26910,32693,25846,27052,92807,98873,73949,21578,33322,51834,71683,12872,14591,14041,13595,13248,13012,17367,5626,6864,3655,3738,3363
10421,10102,8770,12003,11805,26670,11307,107104,29870,57241,19803,36099,9925,9664,38215,35899,6109,1488,8904,7584,8395,8346,2210,18608,17630,22950,21276,22676,61692,18500,24330,3373,5589,13380,5559,9750,8028,48911,45824,46193,45854,45611,46023,25571,26904,32693,26045,27156,92993,98873,73977,21578,33402,51834,71683,12872,14591,14055,13595,13257,13012,17514,5626,6863,3637,3722,3209
10405,10151,8767,11996,11805,26660,11295,107224,29815,57363,19753,36044,9922,9661,38195,35899,6128,1508,8949,7605,8405,8337,2218,18613,17578,22493,21084,22489,60850,18530,24414,3353,5618,13398,5623,9812,8106,48857,45782,46151,45854,45611,46023,25567,26915,32614,25972,27125,92993,98944,73995,21578,33322,51834,71683,12862,14591,14055,13595,13266,13012,17509,5614,6844,3645,3724,3203
10402,10131,8769,11959,11740,26675,11263,107293,29655,57478,19695,36104,9917,9654,38193,35844,6106,1531,8877,7582,8459,8349,2218,18470,17302,20987,20670,22437,61446,18543,24392,3353,5616,13328,5633,9814,8053,48888,45731,46198,45896,45648,46023,25548,26782,32625,25922,27084,92700,99197,74000,21596,33393,51881,71788,12898,14606,14060,13587,13273,13026,17514,5619,6810,3651,3724,3203
10398,10115,8780,11933,11721,26670,11273,107183,29565,57402,19598,35949,9885,9650,38132,35848,6085,1553,8935,7626,8470,8323,2224,18095,17306,22090,20674,22252,61276,18604,24435,3324,5661,13230,5850,9689,8001,48919,45633,46160,46060,45759,46023,25572,26801,32621,25866,27074,92899,98729,73792,21621,33604,52059,72038,12917,14633,14093,13642,13287,13031,17495,5615,6820,3664,3710,3229
10388,10130,8766,11889,11675,26695,11273,107138,29901,57566,19466,36085,9935,9651,38200,35851,6032,1489,9235,7619,8457,8371,2227,17970,17092,20219,20474,22078,60877,18651,24461,3286,5634,13280,5687,9635,8036,48902,45669,46211,45979,45648,46023,25603,26823,32598,26031,27064,92833,98775,74052,21624,33561,52068,72058,12935,14647,14116,13642,13296,13040,17491,5600,6905,3666,3723,3209
10402,10147,8771,11955,11533,26751,11311,107435,29907,57590,19491,36764,9965,9672,38228,35939,6072,1437,9272,7666,8492,8305,2213,17788,17028,20108,20569,22093,60349,18704,24500,3384,5657,13333,5719,9729,8101,48966,45859,46297,46275,46022,46295,25642,26617,32625,25783,27199,93399,98471,74291,21695,33404,51740,71875,12881,14400,13931,13499,13228,13033,17553,5595,7129,3773,3832,3313
10404,10136,8785,11903,11751,26722,11282,107288,29934,57664,19411,36186,9942,9685,37901,36043,6048,1504,9115,7612,8447,8429,2216,17562,16823,19066,20360,21735,60935,18518,24442,3341,5769,13304,5610,9612,8024,48899,45827,46250,45690,45354,45913,25802,26780,32471,25914,27163,93361,98029,73946,21642,33447,52029,72054,12962,14678,14066,13606,13354,13071,17500,5640,6936,3694,3754,3243
10400,10150,8786,11901,11696,27267,11463,106986,30004,57796,19441,36209,9937,9668,38229,36034,6036,1532,9067,7614,8474,8419,2209,18113,16770,19033,20434,21793,60934,18554,24387,3374,5732,13323,5702,9601,8029,48916,45814,46228,45921,45614,46118,25762,26728,32566,25677,27198,93569,98029,74074,21645,33412,51863,72035,12971,14595,14072,13642,13380,13101,17528,5664,6971,3694,3754,3231
10397,10141,8774,11893,11770,26733,11321,107254,30030,57798,19335,36131,9951,9680,38230,35987,6041,1515,9104,7610,8364,8378,2215,18116,16652,18685,20198,21719,61024,18411,24442,3328,5720,13289,5669,9622,7993,48866,45762,46192,45690,45354,45913,25790,26857,32435,25919,27264,93029,97642,73917,21652,33422,51961,72035,12948,14637,14086,13650,13348,13081,17523,5660,6971,3691,3751,3221
10387,10001,8780,11856,11682,26719,11275,107328,29952,57398,18984,36140,9931,9652,38207,35907,6092,1495,8984,7627,8414,8321,2218,17420,16299,17741,19876,21366,60868,18478,24388,3302,5775,13213,5737,9635,8116,48781,45741,46242,45979,45648,45942,25451,26574,32443,25645,26844,93113,98859,73958,21821,33790,52596,73146,12913,14637,14069,13664,13307,13076,17491,5634,6888,3657,3746,3213
10388,10095,8771,11827,11669,26695,11295,106526,29897,57451,18942,36213,9935,9668,38232,35881,6056,1492,8895,7608,8433,8299,2218,17499,16329,17553,19830,21041,60911,18349,24319,3276,5836,13138,5822,9555,8295,48808,45772,46297,46260,45722,46116,25451,26716,32449,25804,27052,92743,98753,73995,23554,33930,52484,73447,12922,14628,14096,13673,13317,13076,17478,5634,6884,3657,3746,3219
10398,10123,8744,11820,11622,26689,11298,107330,29823,57509,18933,36354,9951,9676,38192,36006,6030,1537,8921,7617,8455,8311,2217,17378,16196,17071,19972,21181,60722,18362,24266,3358,5839,13234,5867,9632,8467,48857,45832,46284,46361,45976,46338,25626,26612,32679,25876,27093,93676,98373,74167,21953,33795,52595,73216,12920,14499,13967,13630,13330,13071,17555,5701,7075,3686,3861,3272
10381,10112,8747,11759,11724,26727,11283,107327,29696,57609,18904,36242,9950,9683,38239,36006,6069,1532,8993,7621,8437,8343,2226,17383,16152,16988,19633,21250,61307,18319,24195,3312,5915,13316,5812,9669,8594,48817,45839,46272,45786,45620,46013,25550,26723,32571,25810,26814,94264,98529,73947,21863,34005,52760,73347,12962,14631,14085,13634,13373,13113,17505,5699,6929,3689,3765,3239
10387,10142,8768,11758,11706,26731,11304,107274,29605,57536,18909,36270,9947,9688,38208,36032,6051,1457,8908,7621,8424,8262,2224,16951,15935,16841,19350,20982,61245,18274,24292,3337,5887,13268,5867,9623,8641,48775,45786,46272,45786,45420,46013,25669,26663,32667,25391,27106,94264,97316,73947,21844,33986,52779,73465,12967,14631,14075,13644,13373,13099,17463,5699,6929,3701,3765,3233
10380,10147,8773,11737,11699,26704,11299,107044,29526,57664,18944,36186,9950,9690,38241,36034,6055,1591,8979,7614,8421,8320,2224,16802,15683,16754,19491,20916,60148,18274,24279,3334,5902,13303,5854,9661,8780,48817,45744,46217,45786,45420,46013,25654,26696,32655,25553,27037,94347,98250,73947,21912,34024,52769,73436,12967,14631,14066,13644,13373,13099,17468,5711,6928,3701,3771,3239
10406,10162,8772,11735,11625,26740,11298,107202,29545,57764,18958,36203,9964,9688,38244,35987,6012,1502,8754,7624,8445,8300,2214,16910,15667,16885,19532,20835,61906,18261,24248,3341,5888,13211,5839,9644,8903,48876,45766,46276,46194,45795,46338,25566,26528,32469,25573,27000,94268,98224,74076,22008,33895,52610,73124,12941,14568,13985,13635,13368,13093,17481,5673,6960,3705,3761,3216
10393,10134,8772,11717,11707,26743,11315,106796,29327,57509,18957,36167,9959,9691,38229,36040,6018,1590,8942,7635,8412,8351,2236,16362,15471,16415,19344,20796,61865,18338,24259,3338,6086,13376,5674,9643,9332,48830,45776,46255,45786,45620,46013,25478,26587,32529,25690,26936,94361,98662,74010,22041,34120,52690,73396,12958,14631,14047,13639,13373,13094,17468,5688,6961,3710,3757,3226
10388,10119,8758,11666,11756,26736,11323,107062,29332,57591,19022,36167,9950,9691,38218,35979,6038,1506,8775,7628,8433,8330,2236,16451,15356,16274,19650,21035,61148,18358,24281,3345,6068,13351,5711,9710,9383,48803,45776,46255,45881,45700,46013,25440,26587,32571,25626,26947,94319,98662,73990,21960,34115,52728,73580,12962,14631,14066,13639,13368,13094,17472,5676,6961,3711,3757,3238
10371,10126,8767,11635,11799,26736,11309,106982,29376,57664,19031,36177,9951,9693,38195,35954,6052,1530,8772,7638,8422,8333,2233,16662,15515,16230,19762,20968,61236,18403,24252,3337,6010,13377,5627,9661,9303,48830,45871,46299,45881,45540,46238,25421,26500,32738,25694,26936,94417,98559,74058,21950,34072,52695,73579,12967,14659,14085,13649,13406,13108,17472,5676,6961,3711,3757,3238
10369,10136,8779,11621,11654,26709,11308,107319,29867,58027,19079,36205,9950,9700,38180,35961,6060,1518,8765,7627,8435,8345,2240,16744,15942,16106,19689,20796,61325,18456,24257,3339,6108,13453,5778,9745,9412,48844,45882,46299,45881,45540,46013,25183,26587,32595,25674,26957,94375,99132,73932,22037,34106,52714,73460,12967,14641,14057,13649,13396,13080,17463,5659,6961,3718,3766,3240
10389,10161,8762,11674,11503,26761,11353,107808,29811,58359,19214,36779,9992,9681,38222,35983,6031,1524,8932,7702,8528,8304,2232,16609,15958,16491,19683,20636,61488,18538,24276,3408,6200,13617,5964,9851,10783,48877,45877,46343,46306,45886,46338,25176,26500,32593,25348,27276,94444,98478,74396,22055,33959,52611,73367,12889,14418,13904,13528,13232,13045,17520,5617,7161,3804,3862,3316
10376,10170,8768,11664,11613,26763,11341,107156,29839,58057,19233,36698,9983,9945,38274,35588,6081,1518,8967,7696,8495,8328,2244,16802,16106,16454,19761,20706,61337,18532,24273,3409,6208,13524,5899,9791,9550,48833,45871,46299,45881,45500,46013,25259,26648,32643,25579,27278,94472,98463,74242,21993,34080,52763,73479,12897,14489,13951,13537,13240,13064,17505,5617,7161,3797,3855,3316
10368,10165,8773,11650,11661,26744,11336,107220,29748,57486,19270,36727,9987,9698,38262,36027,6077,1498,8892,7691,8491,8294,2244,16747,16138,16298,19733,20774,61428,18502,24374,3423,6286,13607,5917,10052,9518,48795,45850,46266,45881,45500,45988,25274,26670,32702,25744,27311,94458,98478,74258,22003,34060,52793,73541,12907,14499,13990,13547,13225,13064,17510,5617,7183,3804,3861,3322
10385,10139,8781,11585,11662,26704,11339,107164,29504,57836,19300,36270,9983,9679,37208,34940,6065,1486,8865,7664,8435,8279,2241,16852,16111,15885,19619,20535,61922,18519,24246,3385,6205,13596,5944,9931,9270,48729,45829,46266,45881,45580,45913,25350,26846,32786,25870,27255,94389,99206,74044,22017,34077,52457,73896,12972,14650,14094,13658,13344,13118,17468,5641,6981,3694,3769,3242
10383,10147,8803,11531,11649,26696,11279,106667,29391,57858,19254,36322,9882,9666,38206,35824,6083,1461,8816,7694,8431,8294,2234,16737,16047,15228,19482,20403,61747,18398,24231,3336,6206,13478,5765,9901,9224,48661,45648,46189,45978,45712,46018,25141,26676,32663,25790,26979,93793,95399,74137,22087,34220,52353,73837,12940,14643,14115,13686,13307,13092,17496,5573,6945,3698,3757,3225
10392,10149,8782,11508,11669,26530,11307,106765,29258,57832,19284,36267,9939,9671,38217,35923,6043,1469,8777,7673,8421,8194,2233,16384,15871,14978,19439,20213,61888,18397,24270,3353,6221,13524,5809,10086,9121,48679,45659,46189,46109,45673,46018,25187,26723,32651,25845,26990,93807,99789,74071,22054,34168,52474,73952,12940,14646,14115,13681,13307,13073,17500,5585,6941,3705,3766,3231
